generation,mean_fitness,mean_evaluation_count
1245,831.2,99680.0
1246,831.3,99760.0
1247,831.6,99840.0
1248,831.8,99920.0
1249,831.8,100000.0
1250,832.3,100080.0
1251,832.4,100160.0
1252,832.5,100240.0
1253,832.7,100320.0
1254,832.7,100400.0
1255,832.9,100480.0
1256,833.0,100560.0
1257,833.1,100640.0
1258,833.1,100720.0
1259,833.5,100800.0
1260,833.8,100880.0
1261,833.9,100960.0
1262,834.1,101040.0
1263,834.2,101120.0
1264,834.3,101200.0
1265,834.4,101280.0
1266,834.8,101360.0
1267,834.9,101440.0
1268,835.1,101520.0
1269,835.1,101600.0
1270,835.1,101680.0
1271,835.3,101760.0
1272,835.3,101840.0
1273,835.3,101920.0
1274,835.5,102000.0
1275,835.7,102080.0
1276,835.8,102160.0
1277,835.9,102240.0
1278,836.2,102320.0
1279,836.2,102400.0
1280,836.3,102480.0
1281,836.4,102560.0
1282,836.5,102640.0
1283,836.7,102720.0
1284,836.8,102800.0
1285,836.9,102880.0
1286,837.2,102960.0
1287,837.6,103040.0
1288,837.9,103120.0
1289,838.4,103200.0
1290,838.7,103280.0
1291,838.8,103360.0
1292,838.9,103440.0
1293,838.9,103520.0
1294,838.9,103600.0
1295,839.0,103680.0
1296,839.1,103760.0
1297,839.2,103840.0
1298,839.4,103920.0
1299,839.9,104000.0
1300,839.9,104080.0
1301,840.2,104160.0
1302,840.2,104240.0
1303,840.4,104320.0
1304,840.5,104400.0
1305,840.6,104480.0
1306,840.8,104560.0
1307,841.0,104640.0
1308,841.0,104720.0
1309,841.1,104800.0
1310,841.2,104880.0
1311,841.4,104960.0
1312,841.8,105040.0
1313,841.8,105120.0
1314,841.9,105200.0
1315,842.3,105280.0
1316,842.4,105360.0
1317,842.5,105440.0
1318,842.6,105520.0
1319,842.6,105600.0
1320,842.9,105680.0
1321,843.3,105760.0
1322,843.4,105840.0
1323,843.5,105920.0
1324,843.6,106000.0
1325,843.8,106080.0
1326,843.8,106160.0
1327,843.9,106240.0
1328,843.9,106320.0
1329,844.0,106400.0
1330,844.2,106480.0
1331,844.5,106560.0
1332,844.6,106640.0
1333,844.7,106720.0
1334,844.8,106800.0
1335,844.8,106880.0
1336,845.2,106960.0
1337,845.4,107040.0
1338,845.5,107120.0
1339,845.7,107200.0
1340,845.8,107280.0
1341,845.9,107360.0
1342,846.0,107440.0
1343,846.0,107520.0
1344,846.1,107600.0
1345,846.2,107680.0
1346,846.2,107760.0
1347,846.4,107840.0
1348,846.6,107920.0
1349,846.7,108000.0
1350,846.8,108080.0
1351,846.8,108160.0
1352,846.9,108240.0
1353,847.1,108320.0
1354,847.2,108400.0
1355,847.4,108480.0
1356,847.7,108560.0
1357,847.9,108640.0
1358,847.9,108720.0
1359,847.9,108800.0
1360,848.2,108880.0
1361,848.6,108960.0
1362,848.8,109040.0
1363,849.1,109120.0
1364,849.5,109200.0
1365,849.8,109280.0
1366,849.8,109360.0
1367,850.0,109440.0
1368,850.5,109520.0
1369,850.5,109600.0
1370,850.7,109680.0
1371,850.9,109760.0
1372,851.0,109840.0
1373,851.2,109920.0
1374,851.4,110000.0
1375,851.4,110080.0
1376,851.6,110160.0
1377,851.7,110240.0
1378,851.8,110320.0
1379,852.0,110400.0
1380,852.0,110480.0
1381,852.6,110560.0
1382,852.7,110640.0
1383,852.7,110720.0
1384,852.9,110800.0
1385,853.0,110880.0
1386,853.2,110960.0
1387,853.4,111040.0
1388,853.5,111120.0
1389,853.8,111200.0
1390,854.0,111280.0
1391,854.0,111360.0
1392,854.2,111440.0
1393,854.3,111520.0
1394,854.6,111600.0
1395,855.0,111680.0
1396,855.1,111760.0
1397,855.2,111840.0
1398,855.2,111920.0
1399,855.2,112000.0
1400,855.3,112080.0
1401,855.4,112160.0
1402,855.5,112240.0
1403,855.7,112320.0
1404,855.7,112400.0
1405,855.9,112480.0
1406,855.9,112560.0
1407,856.0,112640.0
1408,856.2,112720.0
1409,856.3,112800.0
1410,856.3,112880.0
1411,856.4,112960.0
1412,856.5,113040.0
1413,856.5,113120.0
1414,856.6,113200.0
1415,857.0,113280.0
1416,857.0,113360.0
1417,857.2,113440.0
1418,857.3,113520.0
1419,857.3,113600.0
1420,857.5,113680.0
1421,857.5,113760.0
1422,857.5,113840.0
1423,857.6,113920.0
1424,857.7,114000.0
1425,857.9,114080.0
1426,857.9,114160.0
1427,857.9,114240.0
1428,858.1,114320.0
1429,858.1,114400.0
1430,858.3,114480.0
1431,858.6,114560.0
1432,858.7,114640.0
1433,858.9,114720.0
1434,859.0,114800.0
1435,859.0,114880.0
1436,859.2,114960.0
1437,859.4,115040.0
1438,859.4,115120.0
1439,859.5,115200.0
1440,859.5,115280.0
1441,860.0,115360.0
1442,860.4,115440.0
1443,860.6,115520.0
1444,861.3,115600.0
1445,861.3,115680.0
1446,861.4,115760.0
1447,861.5,115840.0
1448,861.6,115920.0
1449,861.6,116000.0
1450,861.7,116080.0
1451,861.7,116160.0
1452,861.8,116240.0
1453,861.9,116320.0
1454,862.0,116400.0
1455,862.1,116480.0
1456,862.1,116560.0
1457,862.3,116640.0
1458,862.5,116720.0
1459,862.7,116800.0
1460,862.8,116880.0
1461,862.9,116960.0
1462,863.0,117040.0
1463,863.1,117120.0
1464,863.1,117200.0
1465,863.3,117280.0
1466,863.4,117360.0
1467,863.5,117440.0
1468,863.6,117520.0
1469,863.7,117600.0
1470,863.8,117680.0
1471,863.8,117760.0
1472,864.0,117840.0
1473,864.1,117920.0
1474,864.3,118000.0
1475,864.6,118080.0
1476,865.0,118160.0
1477,865.2,118240.0
1478,865.2,118320.0
1479,865.4,118400.0
1480,865.7,118480.0
1481,865.7,118560.0
1482,865.8,118640.0
1483,865.9,118720.0
1484,866.1,118800.0
1485,866.1,118880.0
1486,866.2,118960.0
1487,866.2,119040.0
1488,866.3,119120.0
1489,866.6,119200.0
1490,866.8,119280.0
1491,866.8,119360.0
1492,866.8,119440.0
1493,866.9,119520.0
1494,867.1,119600.0
1495,867.2,119680.0
1496,867.3,119760.0
1497,867.4,119840.0
1498,867.7,119920.0
1499,867.9,120000.0
1500,868.0,120080.0
1501,868.2,120160.0
1502,868.3,120240.0
1503,868.3,120320.0
1504,868.5,120400.0
1505,868.5,120480.0
1506,868.6,120560.0
1507,868.6,120640.0
1508,868.6,120720.0
1509,868.8,120800.0
1510,868.9,120880.0
1511,869.0,120960.0
1512,869.3,121040.0
1513,869.3,121120.0
1514,869.4,121200.0
1515,869.5,121280.0
1516,869.7,121360.0
1517,869.8,121440.0
1518,870.0,121520.0
1519,870.0,121600.0
1520,870.0,121680.0
1521,870.0,121760.0
1522,870.0,121840.0
1523,870.0,121920.0
1524,870.1,122000.0
1525,870.1,122080.0
1526,870.3,122160.0
1527,870.3,122240.0
1528,870.4,122320.0
1529,870.5,122400.0
1530,870.7,122480.0
1531,870.8,122560.0
1532,870.8,122640.0
1533,871.0,122720.0
1534,871.1,122800.0
1535,871.1,122880.0
1536,871.2,122960.0
1537,871.3,123040.0
1538,871.4,123120.0
1539,871.7,123200.0
1540,871.9,123280.0
1541,872.2,123360.0
1542,872.3,123440.0
1543,872.3,123520.0
1544,872.4,123600.0
1545,872.4,123680.0
1546,872.4,123760.0
1547,872.8,123840.0
1548,872.9,123920.0
1549,873.0,124000.0
1550,873.3,124080.0
1551,873.4,124160.0
1552,873.8,124240.0
1553,874.0,124320.0
1554,874.1,124400.0
1555,874.2,124480.0
1556,874.2,124560.0
1557,874.3,124640.0
1558,874.3,124720.0
1559,874.3,124800.0
1560,874.4,124880.0
1561,874.5,124960.0
1562,874.5,125040.0
1563,874.6,125120.0
1564,874.8,125200.0
1565,875.0,125280.0
1566,875.3,125360.0
1567,875.3,125440.0
1568,875.5,125520.0
1569,875.5,125600.0
1570,875.7,125680.0
1571,875.9,125760.0
1572,876.0,125840.0
1573,876.1,125920.0
1574,876.1,126000.0
1575,876.1,126080.0
1576,876.3,126160.0
1577,876.5,126240.0
1578,876.6,126320.0
1579,876.6,126400.0
1580,876.7,126480.0
1581,877.0,126560.0
1582,877.2,126640.0
1583,877.3,126720.0
1584,877.4,126800.0
1585,877.5,126880.0
1586,877.5,126960.0
1587,877.6,127040.0
1588,877.6,127120.0
1589,877.7,127200.0
1590,877.7,127280.0
1591,877.8,127360.0
1592,878.0,127440.0
1593,878.1,127520.0
1594,878.3,127600.0
1595,878.3,127680.0
1596,878.3,127760.0
1597,878.5,127840.0
1598,878.5,127920.0
1599,878.7,128000.0
1600,878.7,128080.0
1601,878.8,128160.0
1602,879.0,128240.0
1603,879.0,128320.0
1604,879.5,128400.0
1605,879.7,128480.0
1606,879.8,128560.0
1607,880.1,128640.0
1608,880.2,128720.0
1609,880.3,128800.0
1610,880.4,128880.0
1611,880.6,128960.0
1612,880.6,129040.0
1613,880.8,129120.0
1614,881.1,129200.0
1615,881.1,129280.0
1616,881.2,129360.0
1617,881.2,129440.0
1618,881.4,129520.0
1619,881.4,129600.0
1620,881.4,129680.0
1621,881.5,129760.0
1622,881.6,129840.0
1623,881.6,129920.0
1624,881.8,130000.0
1625,882.0,130080.0
1626,882.0,130160.0
1627,882.3,130240.0
1628,882.5,130320.0
1629,882.7,130400.0
1630,882.7,130480.0
1631,882.8,130560.0
1632,882.8,130640.0
1633,883.0,130720.0
1634,883.0,130800.0
1635,883.1,130880.0
1636,883.3,130960.0
1637,883.4,131040.0
1638,883.5,131120.0
1639,883.6,131200.0
1640,883.8,131280.0
1641,883.9,131360.0
1642,884.1,131440.0
1643,884.3,131520.0
1644,884.4,131600.0
1645,884.5,131680.0
1646,884.6,131760.0
1647,884.9,131840.0
1648,884.9,131920.0
1649,884.9,132000.0
1650,884.9,132080.0
1651,884.9,132160.0
1652,885.1,132240.0
1653,885.2,132320.0
1654,885.4,132400.0
1655,885.6,132480.0
1656,885.7,132560.0
1657,885.9,132640.0
1658,886.1,132720.0
1659,886.1,132800.0
1660,886.4,132880.0
1661,886.6,132960.0
1662,886.6,133040.0
1663,886.7,133120.0
1664,887.1,133200.0
1665,887.2,133280.0
1666,887.2,133360.0
1667,887.3,133440.0
1668,887.4,133520.0
1669,887.4,133600.0
1670,887.4,133680.0
1671,887.6,133760.0
1672,887.6,133840.0
1673,887.6,133920.0
1674,887.8,134000.0
1675,887.8,134080.0
1676,887.9,134160.0
1677,888.1,134240.0
1678,888.2,134320.0
1679,888.3,134400.0
1680,888.3,134480.0
1681,888.3,134560.0
1682,888.3,134640.0
1683,888.5,134720.0
1684,888.5,134800.0
1685,888.6,134880.0
1686,888.6,134960.0
1687,888.9,135040.0
1688,888.9,135120.0
1689,888.9,135200.0
1690,889.0,135280.0
1691,889.0,135360.0
1692,889.1,135440.0
1693,889.2,135520.0
1694,889.3,135600.0
1695,889.3,135680.0
1696,889.5,135760.0
1697,889.8,135840.0
1698,890.0,135920.0
1699,890.0,136000.0
1700,890.0,136080.0
1701,890.2,136160.0
1702,890.2,136240.0
1703,890.4,136320.0
1704,890.5,136400.0
1705,890.5,136480.0
1706,890.5,136560.0
1707,890.5,136640.0
1708,890.5,136720.0
1709,890.7,136800.0
1710,890.8,136880.0
1711,890.8,136960.0
1712,890.9,137040.0
1713,890.9,137120.0
1714,891.0,137200.0
1715,891.0,137280.0
1716,891.2,137360.0
1717,891.3,137440.0
1718,891.3,137520.0
1719,891.8,137600.0
1720,892.0,137680.0
1721,892.1,137760.0
1722,892.4,137840.0
1723,892.5,137920.0
1724,892.6,138000.0
1725,892.6,138080.0
1726,892.6,138160.0
1727,892.7,138240.0
1728,892.8,138320.0
1729,892.9,138400.0
1730,892.9,138480.0
1731,893.1,138560.0
1732,893.2,138640.0
1733,893.3,138720.0
1734,893.3,138800.0
1735,893.4,138880.0
1736,893.7,138960.0
1737,893.7,139040.0
1738,893.7,139120.0
1739,893.8,139200.0
1740,893.9,139280.0
1741,894.0,139360.0
1742,894.2,139440.0
1743,894.3,139520.0
1744,894.3,139600.0
1745,894.5,139680.0
1746,894.7,139760.0
1747,894.8,139840.0
1748,894.9,139920.0
1749,895.0,140000.0
1750,895.0,140080.0
1751,895.2,140160.0
1752,895.2,140240.0
1753,895.3,140320.0
1754,895.4,140400.0
1755,895.5,140480.0
1756,895.6,140560.0
1757,895.8,140640.0
1758,895.8,140720.0
1759,896.0,140800.0
1760,896.3,140880.0
1761,896.3,140960.0
1762,896.3,141040.0
1763,896.5,141120.0
1764,896.7,141200.0
1765,896.8,141280.0
1766,896.9,141360.0
1767,896.9,141440.0
1768,896.9,141520.0
1769,896.9,141600.0
1770,896.9,141680.0
1771,897.0,141760.0
1772,897.0,141840.0
1773,897.0,141920.0
1774,897.2,142000.0
1775,897.5,142080.0
1776,897.6,142160.0
1777,897.7,142240.0
1778,897.7,142320.0
1779,897.7,142400.0
1780,897.8,142480.0
1781,897.8,142560.0
1782,897.8,142640.0
1783,897.8,142720.0
1784,897.8,142800.0
1785,898.0,142880.0
1786,898.2,142960.0
1787,898.2,143040.0
1788,898.2,143120.0
1789,898.3,143200.0
1790,898.3,143280.0
1791,898.4,143360.0
1792,898.5,143440.0
1793,898.5,143520.0
1794,898.5,143600.0
1795,898.5,143680.0
1796,898.6,143760.0
1797,898.6,143840.0
1798,898.8,143920.0
1799,898.8,144000.0
1800,898.8,144080.0
1801,898.9,144160.0
1802,899.0,144240.0
1803,899.2,144320.0
1804,899.5,144400.0
1805,899.7,144480.0
1806,899.8,144560.0
1807,900.1,144640.0
1808,900.2,144720.0
1809,900.3,144800.0
1810,900.5,144880.0
1811,900.6,144960.0
1812,900.7,145040.0
1813,900.9,145120.0
1814,901.0,145200.0
1815,901.1,145280.0
1816,901.1,145360.0
1817,901.1,145440.0
1818,901.2,145520.0
1819,901.3,145600.0
1820,901.3,145680.0
1821,901.3,145760.0
1822,901.5,145840.0
1823,901.6,145920.0
1824,901.7,146000.0
1825,901.8,146080.0
1826,901.9,146160.0
1827,902.0,146240.0
1828,902.0,146320.0
1829,902.0,146400.0
1830,902.0,146480.0
1831,902.0,146560.0
1832,902.1,146640.0
1833,902.1,146720.0
1834,902.3,146800.0
1835,902.3,146880.0
1836,902.3,146960.0
1837,902.3,147040.0
1838,902.3,147120.0
1839,902.6,147200.0
1840,902.7,147280.0
1841,902.7,147360.0
1842,902.9,147440.0
1843,902.9,147520.0
1844,903.0,147600.0
1845,903.3,147680.0
1846,903.5,147760.0
1847,903.6,147840.0
1848,903.7,147920.0
1849,903.7,148000.0
1850,903.9,148080.0
1851,904.1,148160.0
1852,904.3,148240.0
1853,904.3,148320.0
1854,904.4,148400.0
1855,904.5,148480.0
1856,904.6,148560.0
1857,904.7,148640.0
1858,904.7,148720.0
1859,904.8,148800.0
1860,904.9,148880.0
1861,905.2,148960.0
1862,905.2,149040.0
1863,905.2,149120.0
1864,905.2,149200.0
1865,905.4,149280.0
1866,905.6,149360.0
1867,905.6,149440.0
1868,905.8,149520.0
1869,905.8,149600.0
1870,905.8,149680.0
1871,905.8,149760.0
1872,906.0,149840.0
1873,906.2,149920.0
1874,906.2,150000.0
1875,906.2,150080.0
1876,906.4,150160.0
1877,906.4,150240.0
1878,906.6,150320.0
1879,906.6,150400.0
1880,906.6,150480.0
1881,906.9,150560.0
1882,906.9,150640.0
1883,907.0,150720.0
1884,907.0,150800.0
1885,907.1,150880.0
1886,907.1,150960.0
1887,907.1,151040.0
1888,907.2,151120.0
1889,907.3,151200.0
1890,907.4,151280.0
1891,907.6,151360.0
1892,907.7,151440.0
1893,907.8,151520.0
1894,907.8,151600.0
1895,908.0,151680.0
1896,908.0,151760.0
1897,908.2,151840.0
1898,908.2,151920.0
1899,908.2,152000.0
1900,908.4,152080.0
1901,908.4,152160.0
1902,908.5,152240.0
1903,908.5,152320.0
1904,908.5,152400.0
1905,908.7,152480.0
1906,908.7,152560.0
1907,908.8,152640.0
1908,908.8,152720.0
1909,909.2,152800.0
1910,909.2,152880.0
1911,909.4,152960.0
1912,909.5,153040.0
1913,909.5,153120.0
1914,909.5,153200.0
1915,909.9,153280.0
1916,910.0,153360.0
1917,910.1,153440.0
1918,910.1,153520.0
1919,910.1,153600.0
1920,910.1,153680.0
1921,910.3,153760.0
1922,910.5,153840.0
1923,910.6,153920.0
1924,910.8,154000.0
1925,910.8,154080.0
1926,910.8,154160.0
1927,910.8,154240.0
1928,910.8,154320.0
1929,910.8,154400.0
1930,911.0,154480.0
1931,911.4,154560.0
1932,911.4,154640.0
1933,911.4,154720.0
1934,911.6,154800.0
1935,911.7,154880.0
1936,911.8,154960.0
1937,911.8,155040.0
1938,911.9,155120.0
1939,912.1,155200.0
1940,912.1,155280.0
1941,912.2,155360.0
1942,912.2,155440.0
1943,912.2,155520.0
1944,912.2,155600.0
1945,912.2,155680.0
1946,912.2,155760.0
1947,912.4,155840.0
1948,912.4,155920.0
1949,912.5,156000.0
1950,912.5,156080.0
1951,912.6,156160.0
1952,912.6,156240.0
1953,912.6,156320.0
1954,912.8,156400.0
1955,912.8,156480.0
1956,912.9,156560.0
1957,912.9,156640.0
1958,913.0,156720.0
1959,913.1,156800.0
1960,913.1,156880.0
1961,913.2,156960.0
1962,913.2,157040.0
1963,913.2,157120.0
1964,913.2,157200.0
1965,913.3,157280.0
1966,913.3,157360.0
1967,913.5,157440.0
1968,913.7,157520.0
1969,913.7,157600.0
1970,913.8,157680.0
1971,913.9,157760.0
1972,914.0,157840.0
1973,914.1,157920.0
1974,914.1,158000.0
1975,914.3,158080.0
1976,914.4,158160.0
1977,914.5,158240.0
1978,914.5,158320.0
1979,914.5,158400.0
1980,914.5,158480.0
1981,914.6,158560.0
1982,914.7,158640.0
1983,914.8,158720.0
1984,914.8,158800.0
1985,915.0,158880.0
1986,915.1,158960.0
1987,915.1,159040.0
1988,915.3,159120.0
1989,915.3,159200.0
1990,915.3,159280.0
1991,915.3,159360.0
1992,915.3,159440.0
1993,915.3,159520.0
1994,915.3,159600.0
1995,915.3,159680.0
1996,915.4,159760.0
1997,915.4,159840.0
1998,915.5,159920.0
1999,915.5,160000.0
2000,915.5,160080.0
2001,915.6,160160.0
2002,915.7,160240.0
2003,915.8,160320.0
2004,915.9,160400.0
2005,915.9,160480.0
2006,916.2,160560.0
2007,916.2,160640.0
2008,916.6,160720.0
2009,916.6,160800.0
2010,916.6,160880.0
2011,916.7,160960.0
2012,916.7,161040.0
2013,916.8,161120.0
2014,917.0,161200.0
2015,917.0,161280.0
2016,917.3,161360.0
2017,917.3,161440.0
2018,917.3,161520.0
2019,917.5,161600.0
2020,917.6,161680.0
2021,917.6,161760.0
2022,917.7,161840.0
2023,917.9,161920.0
2024,918.0,162000.0
2025,918.0,162080.0
2026,918.1,162160.0
2027,918.1,162240.0
2028,918.1,162320.0
2029,918.1,162400.0
2030,918.3,162480.0
2031,918.3,162560.0
2032,918.4,162640.0
2033,918.4,162720.0
2034,918.5,162800.0
2035,918.5,162880.0
2036,918.6,162960.0
2037,918.6,163040.0
2038,918.6,163120.0
2039,918.8,163200.0
2040,918.9,163280.0
2041,918.9,163360.0
2042,918.9,163440.0
2043,918.9,163520.0
2044,919.0,163600.0
2045,919.2,163680.0
2046,919.3,163760.0
2047,919.3,163840.0
2048,919.4,163920.0
2049,919.6,164000.0
2050,919.7,164080.0
2051,919.7,164160.0
2052,919.9,164240.0
2053,920.0,164320.0
2054,920.1,164400.0
2055,920.2,164480.0
2056,920.4,164560.0
2057,920.4,164640.0
2058,920.5,164720.0
2059,920.7,164800.0
2060,920.7,164880.0
2061,920.9,164960.0
2062,921.1,165040.0
2063,921.1,165120.0
2064,921.2,165200.0
2065,921.2,165280.0
2066,921.2,165360.0
2067,921.4,165440.0
2068,921.4,165520.0
2069,921.5,165600.0
2070,921.5,165680.0
2071,921.5,165760.0
2072,921.6,165840.0
2073,921.6,165920.0
2074,921.7,166000.0
2075,921.8,166080.0
2076,921.9,166160.0
2077,921.9,166240.0
2078,921.9,166320.0
2079,921.9,166400.0
2080,921.9,166480.0
2081,921.9,166560.0
2082,921.9,166640.0
2083,922.0,166720.0
2084,922.0,166800.0
2085,922.1,166880.0
2086,922.1,166960.0
2087,922.1,167040.0
2088,922.2,167120.0
2089,922.2,167200.0
2090,922.4,167280.0
2091,922.4,167360.0
2092,922.5,167440.0
2093,922.6,167520.0
2094,922.6,167600.0
2095,922.7,167680.0
2096,922.7,167760.0
2097,922.7,167840.0
2098,923.0,167920.0
2099,923.0,168000.0
2100,923.1,168080.0
2101,923.1,168160.0
2102,923.5,168240.0
2103,923.5,168320.0
2104,923.5,168400.0
2105,923.6,168480.0
2106,923.6,168560.0
2107,923.6,168640.0
2108,923.7,168720.0
2109,923.7,168800.0
2110,923.7,168880.0
2111,923.8,168960.0
2112,923.8,169040.0
2113,923.8,169120.0
2114,924.0,169200.0
2115,924.0,169280.0
2116,924.1,169360.0
2117,924.2,169440.0
2118,924.4,169520.0
2119,924.5,169600.0
2120,924.5,169680.0
2121,924.6,169760.0
2122,924.7,169840.0
2123,924.9,169920.0
2124,924.9,170000.0
2125,925.0,170080.0
2126,925.2,170160.0
2127,925.5,170240.0
2128,925.6,170320.0
2129,925.7,170400.0
2130,925.9,170480.0
2131,925.9,170560.0
2132,926.1,170640.0
2133,926.2,170720.0
2134,926.2,170800.0
2135,926.2,170880.0
2136,926.2,170960.0
2137,926.4,171040.0
2138,926.6,171120.0
2139,926.7,171200.0
2140,926.9,171280.0
2141,927.0,171360.0
2142,927.2,171440.0
2143,927.2,171520.0
2144,927.2,171600.0
2145,927.2,171680.0
2146,927.2,171760.0
2147,927.3,171840.0
2148,927.4,171920.0
2149,927.4,172000.0
2150,927.5,172080.0
2151,927.5,172160.0
2152,927.8,172240.0
2153,927.8,172320.0
2154,928.0,172400.0
2155,928.1,172480.0
2156,928.2,172560.0
2157,928.2,172640.0
2158,928.3,172720.0
2159,928.4,172800.0
2160,928.4,172880.0
2161,928.6,172960.0
2162,928.6,173040.0
2163,928.6,173120.0
2164,928.6,173200.0
2165,928.8,173280.0
2166,928.8,173360.0
2167,928.8,173440.0
2168,928.9,173520.0
2169,929.0,173600.0
2170,929.1,173680.0
2171,929.1,173760.0
2172,929.1,173840.0
2173,929.1,173920.0
2174,929.1,174000.0
2175,929.1,174080.0
2176,929.2,174160.0
2177,929.2,174240.0
2178,929.3,174320.0
2179,929.5,174400.0
2180,929.6,174480.0
2181,929.7,174560.0
2182,929.8,174640.0
2183,929.9,174720.0
2184,929.9,174800.0
2185,929.9,174880.0
2186,929.9,174960.0
2187,930.1,175040.0
2188,930.1,175120.0
2189,930.1,175200.0
2190,930.2,175280.0
2191,930.3,175360.0
2192,930.4,175440.0
2193,930.4,175520.0
2194,930.4,175600.0
2195,930.5,175680.0
2196,930.6,175760.0
2197,930.6,175840.0
2198,930.7,175920.0
2199,930.8,176000.0
2200,930.9,176080.0
2201,930.9,176160.0
2202,931.0,176240.0
2203,931.1,176320.0
2204,931.2,176400.0
2205,931.4,176480.0
2206,931.5,176560.0
2207,931.6,176640.0
2208,931.6,176720.0
2209,931.8,176800.0
2210,931.9,176880.0
2211,932.1,176960.0
2212,932.2,177040.0
2213,932.3,177120.0
2214,932.5,177200.0
2215,932.6,177280.0
2216,932.6,177360.0
2217,932.6,177440.0
2218,932.6,177520.0
2219,932.6,177600.0
2220,932.6,177680.0
2221,932.7,177760.0
2222,932.7,177840.0
2223,932.7,177920.0
2224,932.8,178000.0
2225,932.8,178080.0
2226,932.8,178160.0
2227,933.0,178240.0
2228,933.0,178320.0
2229,933.2,178400.0
2230,933.2,178480.0
2231,933.2,178560.0
2232,933.2,178640.0
2233,933.3,178720.0
2234,933.3,178800.0
2235,933.6,178880.0
2236,933.7,178960.0
2237,933.8,179040.0
2238,933.9,179120.0
2239,933.9,179200.0
2240,933.9,179280.0
2241,933.9,179360.0
2242,933.9,179440.0
2243,933.9,179520.0
2244,933.9,179600.0
2245,934.1,179680.0
2246,934.1,179760.0
2247,934.2,179840.0
2248,934.2,179920.0
2249,934.2,180000.0
2250,934.3,180080.0
2251,934.3,180160.0
2252,934.3,180240.0
2253,934.3,180320.0
2254,934.3,180400.0
2255,934.4,180480.0
2256,934.5,180560.0
2257,934.5,180640.0
2258,934.5,180720.0
2259,934.5,180800.0
2260,934.5,180880.0
2261,934.6,180960.0
2262,934.6,181040.0
2263,934.7,181120.0
2264,934.9,181200.0
2265,934.9,181280.0
2266,935.0,181360.0
2267,935.1,181440.0
2268,935.2,181520.0
2269,935.4,181600.0
2270,935.4,181680.0
2271,935.4,181760.0
2272,935.5,181840.0
2273,935.6,181920.0
2274,935.7,182000.0
2275,935.7,182080.0
2276,935.8,182160.0
2277,935.8,182240.0
2278,935.9,182320.0
2279,936.0,182400.0
2280,936.0,182480.0
2281,936.0,182560.0
2282,936.0,182640.0
2283,936.2,182720.0
2284,936.3,182800.0
2285,936.4,182880.0
2286,936.5,182960.0
2287,936.6,183040.0
2288,936.6,183120.0
2289,936.6,183200.0
2290,936.7,183280.0
2291,936.7,183360.0
2292,936.7,183440.0
2293,936.7,183520.0
2294,936.7,183600.0
2295,936.8,183680.0
2296,936.9,183760.0
2297,936.9,183840.0
2298,937.1,183920.0
2299,937.3,184000.0
2300,937.3,184080.0
2301,937.3,184160.0
2302,937.3,184240.0
2303,937.3,184320.0
2304,937.4,184400.0
2305,937.4,184480.0
2306,937.4,184560.0
2307,937.4,184640.0
2308,937.4,184720.0
2309,937.5,184800.0
2310,937.7,184880.0
2311,937.7,184960.0
2312,937.7,185040.0
2313,937.9,185120.0
2314,937.9,185200.0
2315,937.9,185280.0
2316,938.1,185360.0
2317,938.2,185440.0
2318,938.3,185520.0
2319,938.3,185600.0
2320,938.4,185680.0
2321,938.4,185760.0
2322,938.5,185840.0
2323,938.6,185920.0
2324,938.8,186000.0
2325,938.8,186080.0
2326,939.0,186160.0
2327,939.1,186240.0
2328,939.1,186320.0
2329,939.4,186400.0
2330,939.4,186480.0
2331,939.4,186560.0
2332,939.4,186640.0
2333,939.4,186720.0
2334,939.4,186800.0
2335,939.4,186880.0
2336,939.5,186960.0
2337,939.5,187040.0
2338,939.6,187120.0
2339,939.6,187200.0
2340,939.8,187280.0
2341,939.8,187360.0
2342,939.8,187440.0
2343,939.8,187520.0
2344,939.8,187600.0
2345,939.8,187680.0
2346,939.8,187760.0
2347,939.9,187840.0
2348,940.0,187920.0
2349,940.2,188000.0
2350,940.4,188080.0
2351,940.6,188160.0
2352,940.6,188240.0
2353,940.6,188320.0
2354,940.6,188400.0
2355,940.7,188480.0
2356,940.7,188560.0
2357,940.9,188640.0
2358,941.0,188720.0
2359,941.0,188800.0
2360,941.0,188880.0
2361,941.0,188960.0
2362,941.1,189040.0
2363,941.1,189120.0
2364,941.1,189200.0
2365,941.2,189280.0
2366,941.4,189360.0
2367,941.5,189440.0
2368,941.6,189520.0
2369,941.6,189600.0
2370,941.6,189680.0
2371,941.6,189760.0
2372,941.7,189840.0
2373,941.7,189920.0
2374,941.7,190000.0
2375,941.7,190080.0
2376,941.7,190160.0
2377,941.7,190240.0
2378,941.7,190320.0
2379,941.8,190400.0
2380,941.9,190480.0
2381,941.9,190560.0
2382,941.9,190640.0
2383,941.9,190720.0
2384,942.0,190800.0
2385,942.1,190880.0
2386,942.2,190960.0
2387,942.3,191040.0
2388,942.5,191120.0
2389,942.5,191200.0
2390,942.5,191280.0
2391,942.5,191360.0
2392,942.7,191440.0
2393,942.7,191520.0
2394,942.7,191600.0
2395,942.7,191680.0
2396,942.8,191760.0
2397,943.1,191840.0
2398,943.1,191920.0
2399,943.1,192000.0
2400,943.1,192080.0
2401,943.2,192160.0
2402,943.2,192240.0
2403,943.4,192320.0
2404,943.4,192400.0
2405,943.4,192480.0
2406,943.4,192560.0
2407,943.4,192640.0
2408,943.5,192720.0
2409,943.5,192800.0
